Region,Crop,Soil_Type,Irrigation_Type,Rainfall_mm,Temperature_C,Humidity_Percent,Soil_Moisture_Percent,Fertilizer_kg_per_hectare,Irrigation_Hours,Pest_Level,Crop_Yield_Tons_per_Hectare
Maharashtra,Groundnut,Black Soil,Sprinkler,925.6,22.5,71.8,65.9,73.8,2.6,3.6,6.0
Punjab,Wheat,Red Soil,Sprinkler,920.3,29.7,60.1,52.8,142.0,4.8,4.8,6.23
Punjab,Wheat,Loamy,Sprinkler,842.4,32.8,73.2,61.6,139.9,4.3,0.5,6.16
West Bengal,Wheat,Sandy,Canal,1329.3,29.4,61.8,58.2,170.0,8.1,1.6,7.18
Andhra Pradesh,Wheat,Clay,Drip,749.6,27.5,54.7,41.9,131.8,11.7,7.1,5.8
Punjab,Cotton,Sandy,Drip,717.2,32.6,53.5,36.5,101.2,7.3,1.8,5.07
West Bengal,Rice,Sandy,Sprinkler,930.4,25.2,71.2,57.9,132.9,8.5,2.8,6.12
Karnataka,Maize,Sandy,Drip,767.8,21.9,63.4,38.8,112.2,5.0,2.4,4.82
Andhra Pradesh,Sugarcane,Sandy,Rainfed,1035.3,27.2,86.0,61.7,145.3,8.5,0.0,6.3
Punjab,Maize,Loamy,Rainfed,500.9,30.1,67.5,31.4,161.7,5.6,3.6,5.16
Tamil Nadu,Maize,Black Soil,Rainfed,504.5,32.2,58.6,42.9,109.1,2.1,3.5,4.46
Karnataka,Groundnut,Red Soil,Drip,948.5,30.1,69.9,39.2,176.5,8.3,3.8,6.16
Karnataka,Rice,Sandy,Canal,523.7,31.3,52.5,35.4,156.6,7.0,3.3,4.63
West Bengal,Groundnut,Sandy,Canal,914.0,32.2,67.0,48.0,115.6,3.7,2.7,5.39
Karnataka,Rice,Sandy,Canal,861.4,26.6,71.8,43.0,138.5,11.9,2.6,6.42
Andhra Pradesh,Rice,Black Soil,Canal,627.2,27.4,70.3,39.7,125.7,4.7,2.6,5.62
Punjab,Wheat,Clay,Rainfed,860.8,33.1,83.6,45.5,115.8,8.8,1.7,5.88
Punjab,Cotton,Clay,Rainfed,508.4,23.2,95.0,,182.0,5.9,2.0,5.32
Tamil Nadu,Wheat,Loamy,Sprinkler,560.0,29.7,76.1,26.5,133.1,11.6,1.8,5.61
West Bengal,Cotton,Clay,Drip,727.8,25.1,82.1,39.8,85.6,6.3,4.5,5.43
Tamil Nadu,Groundnut,Sandy,Drip,797.4,32.4,95.0,52.5,79.0,2.0,4.1,4.01
Karnataka,Cotton,Sandy,Canal,713.2,27.9,55.9,46.2,80.5,9.4,3.5,3.98
Tamil Nadu,Groundnut,Sandy,Rainfed,875.3,28.0,69.6,54.5,132.1,11.6,7.0,4.92
Andhra Pradesh,Maize,Loamy,Canal,865.5,34.9,62.3,51.2,103.0,5.7,1.8,6.21
Punjab,Maize,Sandy,Sprinkler,1116.5,23.7,78.1,46.4,126.7,9.0,5.5,6.07
Karnataka,Cotton,Clay,Drip,759.0,28.9,71.3,47.9,147.8,7.4,3.0,6.25
Tamil Nadu,Cotton,Black Soil,Drip,1042.8,27.3,58.2,51.7,186.0,5.9,3.8,6.47
West Bengal,Groundnut,Black Soil,Canal,982.6,30.1,68.1,63.2,103.9,9.5,4.7,6.52
Andhra Pradesh,Wheat,Red Soil,Sprinkler,1284.7,35.7,80.6,61.9,65.7,4.6,2.6,6.76
Andhra Pradesh,Groundnut,Clay,Drip,752.0,25.6,52.4,46.9,177.7,7.1,1.6,5.92
Tamil Nadu,Wheat,Sandy,Sprinkler,687.5,23.2,58.4,46.2,64.0,7.8,1.9,5.29
Punjab,Maize,Black Soil,Sprinkler,1056.7,24.8,56.6,54.2,62.6,7.7,0.0,6.82
Tamil Nadu,Rice,Clay,Canal,864.8,27.1,71.9,49.3,176.8,4.7,4.6,6.47
Karnataka,Cotton,Black Soil,Rainfed,1062.0,28.3,82.9,50.0,152.3,13.2,4.5,6.8
Tamil Nadu,Wheat,Sandy,Canal,937.7,28.5,43.9,51.7,132.0,10.8,6.4,5.87
Andhra Pradesh,Groundnut,Black Soil,Rainfed,316.5,35.2,69.1,38.6,113.3,10.0,4.2,4.28
Tamil Nadu,Maize,Red Soil,Sprinkler,862.8,34.5,56.9,52.9,106.6,11.3,4.7,5.48
Punjab,Wheat,Red Soil,Rainfed,848.5,33.2,80.1,51.8,92.2,7.2,3.4,5.45
West Bengal,Groundnut,Black Soil,Sprinkler,809.3,38.1,65.2,54.3,105.1,5.9,4.3,5.97
Maharashtra,Cotton,Clay,Drip,750.9,31.3,69.6,50.5,113.3,3.7,5.5,4.91
Tamil Nadu,Cotton,Clay,Drip,429.7,32.4,68.0,39.5,66.9,4.9,3.8,4.45
Punjab,Sugarcane,Clay,Drip,972.3,31.2,81.5,42.4,86.3,4.0,2.6,6.67
Punjab,Rice,Black Soil,Canal,862.2,30.6,92.6,39.7,41.1,5.4,3.1,5.82
West Bengal,Sugarcane,Clay,Canal,1022.4,29.6,54.4,49.1,117.7,7.8,4.9,6.04
Andhra Pradesh,Maize,Sandy,Sprinkler,441.5,26.4,56.6,36.3,117.7,9.7,2.6,4.93
Punjab,Wheat,Red Soil,Drip,891.6,23.0,71.9,55.7,177.2,9.7,5.1,6.35
Punjab,Maize,Sandy,Canal,728.4,27.5,58.2,26.5,128.1,3.5,6.9,4.3
Punjab,Groundnut,Clay,Drip,811.6,30.3,79.2,39.1,95.5,9.1,5.1,6.07
Punjab,Cotton,Sandy,Canal,730.9,28.3,81.1,42.1,108.0,10.4,4.8,5.2
Karnataka,Sugarcane,Clay,Rainfed,899.6,23.7,61.4,41.5,132.0,6.2,4.1,5.93
Karnataka,Sugarcane,Black Soil,Rainfed,744.2,27.3,58.8,38.8,123.0,10.6,2.1,5.46
Andhra Pradesh,Sugarcane,Sandy,Drip,548.6,27.1,64.7,35.7,135.2,9.6,1.9,5.85
Tamil Nadu,Maize,Black Soil,Sprinkler,799.0,27.8,69.2,39.3,128.2,3.2,1.9,6.41
Punjab,Cotton,Black Soil,Canal,732.9,30.0,71.8,38.7,106.2,13.6,4.5,5.75
West Bengal,Wheat,Loamy,Canal,761.7,30.8,41.0,52.2,96.2,4.9,2.8,5.55
Tamil Nadu,Groundnut,Clay,Rainfed,250.0,26.0,56.4,34.9,94.4,9.9,3.4,3.52
West Bengal,Wheat,Red Soil,Rainfed,930.2,31.9,63.2,52.8,82.6,9.8,4.3,4.94
Tamil Nadu,Maize,Clay,Sprinkler,710.8,32.5,58.4,42.6,77.1,3.3,2.0,5.23
Andhra Pradesh,Groundnut,Red Soil,Sprinkler,483.4,29.3,35.0,43.2,179.3,7.5,2.6,4.94
Punjab,Sugarcane,Clay,Sprinkler,983.0,30.7,45.3,54.7,119.4,9.7,4.1,6.68
Punjab,Rice,Black Soil,Drip,920.0,31.9,52.3,51.6,109.6,3.3,3.0,6.49
Maharashtra,Maize,Sandy,Rainfed,708.0,23.6,66.6,38.8,97.6,7.3,3.1,4.44
West Bengal,Maize,Sandy,Drip,526.5,32.2,62.8,35.5,130.0,10.0,1.6,5.64
Tamil Nadu,Cotton,Loamy,Rainfed,819.2,24.8,60.4,51.8,157.1,10.2,3.2,5.67
Tamil Nadu,Wheat,Red Soil,Rainfed,807.1,25.2,77.6,42.1,140.3,5.8,6.5,4.84
Karnataka,Maize,Red Soil,Canal,983.4,28.8,77.6,41.9,147.3,11.6,2.7,6.2
Maharashtra,Maize,Red Soil,Rainfed,682.4,19.4,69.8,38.8,94.5,10.9,1.4,4.58
Karnataka,Sugarcane,Black Soil,Rainfed,1042.9,28.7,69.4,60.4,114.9,7.7,5.2,6.17
Karnataka,Sugarcane,Red Soil,Drip,661.1,31.9,57.7,38.3,94.9,5.0,4.4,5.18
Karnataka,Groundnut,Sandy,Rainfed,483.9,21.4,59.2,39.1,118.7,3.5,3.9,3.55
West Bengal,Rice,Black Soil,Drip,530.9,32.4,47.5,34.6,159.5,8.1,1.1,5.9
West Bengal,Cotton,Clay,Sprinkler,766.3,25.2,65.0,48.7,130.4,11.4,1.4,6.66
Andhra Pradesh,Rice,Red Soil,Rainfed,765.6,28.8,77.4,47.4,171.9,6.6,0.7,5.22
Andhra Pradesh,Groundnut,Red Soil,Rainfed,852.1,25.8,84.3,37.4,104.9,4.4,4.3,4.84
Karnataka,Sugarcane,Clay,Drip,760.1,30.3,65.1,45.6,86.8,9.5,5.3,5.79
Maharashtra,Wheat,Red Soil,Sprinkler,995.0,32.1,73.9,39.8,132.9,7.5,4.3,5.63
Tamil Nadu,Sugarcane,Clay,Canal,722.6,30.6,35.0,39.7,119.2,8.5,7.0,5.66
West Bengal,Cotton,Black Soil,Sprinkler,340.8,28.0,62.8,33.5,126.3,5.4,2.7,5.15
Maharashtra,Sugarcane,Sandy,Drip,753.4,26.1,62.5,54.9,121.1,5.9,2.9,5.53
Punjab,Cotton,Clay,Sprinkler,338.5,27.7,85.9,35.4,98.0,5.4,3.7,4.47
West Bengal,Cotton,Loamy,Drip,839.7,30.6,72.7,41.4,121.9,8.5,3.1,6.28
West Bengal,Cotton,Clay,Drip,1012.6,30.8,73.9,48.4,149.1,6.0,4.4,5.69
Andhra Pradesh,Groundnut,Red Soil,Canal,563.0,30.2,73.3,44.6,152.7,8.8,2.3,5.24
Tamil Nadu,Cotton,Black Soil,Rainfed,1092.1,22.9,68.5,47.8,97.9,5.1,1.0,5.54
Tamil Nadu,Cotton,Black Soil,Drip,965.4,27.9,86.4,55.7,123.1,8.5,0.3,6.61
Punjab,Wheat,Clay,Drip,1045.4,25.5,40.3,48.0,166.7,9.1,4.4,6.3
Punjab,Rice,Sandy,Canal,821.7,30.7,69.8,40.1,98.6,8.0,2.6,5.85
West Bengal,Maize,Loamy,Drip,561.6,24.9,81.6,36.1,92.3,9.8,1.4,5.81
Karnataka,Rice,Black Soil,Rainfed,951.8,29.8,45.3,39.1,142.8,5.6,2.4,5.59
Andhra Pradesh,Cotton,Red Soil,Canal,642.6,26.9,78.1,28.0,136.7,9.1,7.0,4.63
Andhra Pradesh,Wheat,Red Soil,Rainfed,805.9,20.5,58.9,44.7,85.7,7.7,1.5,4.5
West Bengal,Sugarcane,Sandy,Rainfed,742.3,31.7,69.3,43.2,66.0,4.6,4.8,4.26
Maharashtra,Wheat,Black Soil,Canal,1027.4,27.9,58.6,52.2,122.4,1.3,4.3,5.85
Karnataka,Cotton,Clay,Drip,940.7,33.1,79.5,48.0,100.3,1.9,5.9,5.32
West Bengal,Wheat,Red Soil,Rainfed,762.3,21.3,64.5,58.0,56.1,0.4,3.3,4.5
Karnataka,Wheat,Sandy,Rainfed,350.6,26.8,78.1,34.8,90.9,8.3,0.7,3.32
Karnataka,Cotton,Black Soil,Rainfed,640.2,27.1,73.2,32.7,136.1,6.0,5.3,4.72
Karnataka,Groundnut,Black Soil,Rainfed,934.9,29.1,58.5,41.7,109.7,7.3,3.1,4.69
West Bengal,Wheat,Black Soil,Canal,841.6,22.7,74.0,46.0,169.8,6.5,5.8,6.0
Andhra Pradesh,Maize,Black Soil,Canal,449.3,30.2,60.0,33.6,41.9,8.7,5.0,4.45
Andhra Pradesh,Maize,Black Soil,Sprinkler,382.6,35.6,68.8,27.2,161.8,8.8,5.3,5.27
Karnataka,Wheat,Red Soil,Sprinkler,823.0,29.9,64.3,45.2,103.0,7.1,7.8,4.83
Maharashtra,Groundnut,Sandy,Rainfed,547.4,28.4,78.8,38.4,97.9,7.3,4.0,4.08
Tamil Nadu,Sugarcane,Black Soil,Drip,568.6,22.5,74.5,48.8,60.7,7.4,6.1,5.01
West Bengal,Cotton,Loamy,Rainfed,928.0,24.9,67.6,42.7,131.3,11.2,2.8,5.89
Tamil Nadu,Maize,Loamy,Drip,1044.5,27.8,59.8,48.6,51.1,1.0,4.5,5.25
Maharashtra,Sugarcane,Sandy,Rainfed,614.8,25.9,52.8,49.9,143.6,5.0,2.6,5.27
West Bengal,Wheat,Clay,Sprinkler,770.2,32.1,69.6,46.2,62.0,9.6,4.4,6.04
Karnataka,Sugarcane,Clay,Sprinkler,763.7,30.1,60.4,38.6,67.6,10.3,4.2,5.51
Andhra Pradesh,Rice,Clay,Drip,743.9,38.8,45.5,39.3,73.3,8.3,0.0,5.76
Tamil Nadu,Maize,Loamy,Rainfed,788.9,24.1,52.0,37.4,,6.4,2.4,5.42
Punjab,Wheat,Clay,Drip,946.4,28.1,87.5,49.1,148.0,12.6,3.9,6.38
Punjab,Cotton,Red Soil,Sprinkler,631.7,22.5,60.1,47.0,167.6,7.5,0.0,5.7
Maharashtra,Groundnut,Black Soil,Rainfed,444.4,19.1,81.0,45.9,93.6,7.1,3.3,3.75
Karnataka,Wheat,Loamy,Rainfed,1151.8,30.9,63.7,44.9,113.4,11.0,5.3,6.78
Tamil Nadu,Cotton,Sandy,Drip,1019.7,30.0,82.9,55.7,132.1,8.4,5.8,6.31
Karnataka,Groundnut,Sandy,Canal,537.2,24.6,82.0,39.4,103.5,9.8,2.1,4.48
Tamil Nadu,Groundnut,Black Soil,Drip,809.8,28.4,58.1,43.7,130.8,10.2,6.0,6.2
Maharashtra,Wheat,Loamy,Sprinkler,1002.4,25.5,44.1,47.6,114.9,5.9,5.7,5.99
Maharashtra,Sugarcane,Clay,Sprinkler,944.8,26.0,45.2,37.1,106.1,12.3,0.0,6.97
Punjab,Sugarcane,Clay,Sprinkler,881.6,26.7,58.3,50.9,65.3,0.0,3.7,5.56
Karnataka,Groundnut,Red Soil,Sprinkler,742.6,24.4,90.7,35.7,120.2,1.1,3.9,5.12
West Bengal,Sugarcane,Red Soil,Sprinkler,1160.0,25.1,63.1,49.5,148.5,5.0,6.2,6.25
Punjab,Rice,Clay,Canal,828.6,25.2,69.7,48.2,87.8,5.7,4.0,5.6
Karnataka,Groundnut,Sandy,Rainfed,666.7,29.7,83.6,30.8,46.1,8.1,6.0,3.62
Punjab,Groundnut,Sandy,Drip,971.6,18.0,69.3,41.4,103.8,4.9,2.1,5.45
West Bengal,Cotton,Red Soil,Drip,801.1,27.1,68.9,52.3,167.8,7.0,0.6,6.39
Andhra Pradesh,Sugarcane,Black Soil,Sprinkler,857.0,23.6,75.5,47.2,157.4,6.4,2.3,6.95
Andhra Pradesh,Groundnut,Clay,Drip,824.7,23.8,71.5,41.6,94.7,13.0,6.3,5.08
Andhra Pradesh,Rice,Red Soil,Sprinkler,889.3,25.9,66.8,48.0,130.9,4.6,5.2,6.41
Andhra Pradesh,Cotton,Red Soil,Canal,564.7,27.9,59.3,43.1,136.5,2.0,7.7,4.22
Tamil Nadu,Wheat,Clay,Canal,460.8,27.1,68.9,43.3,167.2,10.4,0.9,5.88
Andhra Pradesh,Groundnut,Clay,Rainfed,1095.5,23.7,81.1,45.7,60.7,4.9,5.4,5.49
West Bengal,Rice,Sandy,Canal,834.9,30.9,89.4,39.7,77.6,6.7,4.9,4.77
Maharashtra,Maize,Black Soil,Canal,949.6,24.4,71.5,52.4,44.7,5.1,3.0,5.98
Maharashtra,Rice,Black Soil,Rainfed,392.9,25.1,77.1,38.7,91.3,9.2,4.9,4.29
Tamil Nadu,Rice,Clay,Drip,1014.7,29.1,71.2,42.3,152.3,2.9,3.8,6.2
Andhra Pradesh,Cotton,Loamy,Sprinkler,665.3,29.3,67.0,35.7,95.4,0.0,4.3,4.7
Andhra Pradesh,Wheat,Red Soil,Sprinkler,602.6,25.6,74.2,38.9,69.2,10.9,4.7,5.09
Andhra Pradesh,Maize,Red Soil,Drip,766.1,18.0,82.3,44.3,122.9,7.7,5.3,5.67
Punjab,Sugarcane,Clay,Rainfed,564.8,24.5,57.4,39.4,123.8,10.2,3.7,5.52
Karnataka,Sugarcane,Loamy,Drip,779.6,28.6,50.6,36.3,79.4,10.8,6.7,5.33
Punjab,Rice,Sandy,Canal,750.0,30.8,61.6,44.0,97.3,4.3,3.1,5.47
Karnataka,Cotton,Clay,Rainfed,1013.3,27.7,70.5,46.0,120.3,7.2,6.9,5.17
Andhra Pradesh,Cotton,Clay,Rainfed,1112.9,26.1,78.4,45.8,141.1,8.5,1.5,5.74
Andhra Pradesh,Sugarcane,Red Soil,Rainfed,1105.9,37.2,56.1,52.6,92.3,6.7,1.7,5.99
Punjab,Maize,Clay,Sprinkler,281.8,26.5,38.1,31.4,87.2,6.1,1.8,5.24
Punjab,Wheat,Clay,Drip,574.3,30.4,61.9,44.2,181.9,6.4,5.2,5.81
Karnataka,Maize,Clay,Rainfed,279.5,22.7,65.7,26.8,105.4,10.3,2.1,4.46
Maharashtra,Groundnut,Red Soil,Rainfed,517.4,23.6,54.1,39.3,123.7,6.2,6.2,3.92
Karnataka,Groundnut,Sandy,Rainfed,637.1,30.6,58.9,31.5,137.7,8.8,2.6,4.44
Punjab,Wheat,Sandy,Drip,870.3,32.2,78.4,45.1,52.5,8.0,4.2,5.16
West Bengal,Sugarcane,Clay,Sprinkler,665.6,26.4,68.9,44.4,114.4,4.1,4.7,5.98
Punjab,Wheat,Red Soil,Canal,671.7,20.6,72.1,45.1,57.4,7.9,1.7,5.44
West Bengal,Cotton,Sandy,Sprinkler,820.0,27.3,63.7,48.8,110.4,2.4,1.0,5.65
Tamil Nadu,Groundnut,Sandy,Rainfed,404.0,28.8,59.0,39.9,163.1,8.2,4.0,4.09
Punjab,Rice,Sandy,Sprinkler,595.5,28.4,63.6,37.2,80.1,9.7,3.0,5.58
Tamil Nadu,Rice,Red Soil,Sprinkler,669.2,25.7,74.0,44.7,56.7,10.4,4.4,5.49
Maharashtra,Sugarcane,Red Soil,Canal,735.5,27.4,50.1,54.6,181.1,4.1,1.1,6.0
Karnataka,Cotton,Clay,Drip,796.9,25.0,87.8,42.1,74.9,5.4,2.9,5.21
West Bengal,Maize,Black Soil,Drip,1110.1,23.6,74.9,61.0,62.5,7.9,3.2,6.45
Karnataka,Cotton,Sandy,Sprinkler,979.8,31.0,61.6,54.8,171.7,5.6,0.0,5.53
Tamil Nadu,Rice,Black Soil,Sprinkler,610.8,28.4,77.8,38.7,73.5,1.2,5.3,5.36
West Bengal,Rice,Red Soil,Drip,722.5,27.4,82.7,42.0,172.6,5.4,2.1,7.24
Karnataka,Groundnut,Red Soil,Drip,707.5,26.0,64.0,43.4,124.6,7.8,6.2,5.47
Punjab,Cotton,Red Soil,Canal,666.9,27.3,65.4,46.6,159.9,10.2,2.3,6.02
Andhra Pradesh,Cotton,Black Soil,Rainfed,840.0,28.6,85.9,48.4,121.5,12.1,2.6,5.62
Tamil Nadu,Rice,Red Soil,Sprinkler,370.8,34.9,93.4,31.4,152.8,7.4,1.3,4.81
Karnataka,Maize,Clay,Drip,973.8,30.6,68.4,36.9,82.9,8.7,5.6,5.8
Tamil Nadu,Sugarcane,Red Soil,Sprinkler,1152.6,25.3,54.1,57.8,93.5,9.9,4.3,7.18
Tamil Nadu,Sugarcane,Loamy,Sprinkler,720.6,25.4,62.4,31.4,41.0,0.8,6.0,4.73
West Bengal,Cotton,Black Soil,Drip,716.3,24.8,80.4,34.7,149.0,3.9,3.1,6.5
West Bengal,Sugarcane,Loamy,Canal,814.5,27.2,55.6,42.9,129.7,7.3,3.4,5.91
Andhra Pradesh,Rice,Red Soil,Sprinkler,1004.3,24.8,65.5,42.8,79.7,11.7,0.5,6.47
Punjab,Rice,Clay,Canal,708.7,29.9,71.5,44.6,53.8,8.9,2.4,5.76
Tamil Nadu,Cotton,Sandy,Drip,985.5,18.0,56.9,47.9,124.9,8.0,3.8,5.6
Karnataka,Cotton,Red Soil,Rainfed,887.5,30.1,81.2,51.9,173.7,6.3,4.2,5.18
Maharashtra,Groundnut,Clay,Rainfed,1299.6,29.1,76.3,47.8,110.2,8.3,6.8,5.63
Tamil Nadu,Cotton,Black Soil,Sprinkler,707.7,33.1,92.1,38.7,92.0,5.2,0.2,5.41
Tamil Nadu,Maize,Loamy,Drip,345.3,31.5,77.4,33.7,82.2,4.7,3.9,5.21
Andhra Pradesh,Sugarcane,Loamy,Canal,464.8,25.3,56.5,36.9,158.7,4.9,2.8,6.21
Punjab,Cotton,Loamy,Sprinkler,782.6,31.1,74.4,48.7,87.7,11.0,3.6,5.91
Maharashtra,Wheat,Black Soil,Drip,1006.1,27.3,79.9,44.7,102.0,4.5,3.7,5.46
West Bengal,Groundnut,Clay,Drip,636.4,20.3,80.5,38.1,151.5,5.8,3.2,5.38
West Bengal,Wheat,Black Soil,Canal,729.2,28.6,58.7,46.3,137.3,8.4,1.5,6.26
Karnataka,Rice,Loamy,Sprinkler,930.7,25.5,57.2,35.1,103.3,4.4,1.1,6.15
Maharashtra,Sugarcane,Red Soil,Drip,567.6,28.0,54.3,41.5,90.5,7.7,3.0,5.67
West Bengal,Cotton,Sandy,Drip,645.5,34.6,87.3,45.7,166.3,7.7,0.9,6.01
Karnataka,Wheat,Black Soil,Drip,523.1,28.9,75.5,30.1,75.9,5.1,3.3,5.15
Punjab,Sugarcane,Black Soil,Canal,1039.2,23.9,58.1,49.1,107.6,6.2,3.0,6.93
Karnataka,Rice,Clay,Sprinkler,1119.2,31.9,69.5,61.9,62.3,4.2,0.0,6.86
West Bengal,Maize,Clay,Sprinkler,432.5,29.5,66.5,39.8,156.6,11.1,7.0,5.39
Andhra Pradesh,Groundnut,Black Soil,Sprinkler,748.7,23.5,56.3,46.4,98.4,7.8,3.6,5.1
Andhra Pradesh,Sugarcane,Loamy,Sprinkler,1089.6,21.6,68.4,58.2,90.5,3.9,0.0,7.45
Andhra Pradesh,Sugarcane,Sandy,Rainfed,867.7,24.1,70.3,57.5,138.2,7.4,3.9,5.59
West Bengal,Maize,Clay,Rainfed,672.4,31.3,91.2,41.9,65.1,7.5,3.1,4.46
Andhra Pradesh,Sugarcane,Loamy,Sprinkler,439.8,26.8,60.1,33.6,137.2,0.3,1.1,5.08
Maharashtra,Rice,Red Soil,Canal,1033.6,28.3,47.5,56.8,102.4,11.0,4.1,6.01
Punjab,Rice,Clay,Rainfed,859.3,22.6,55.4,45.4,72.8,4.0,1.8,4.92
Karnataka,Maize,Loamy,Drip,455.9,31.5,57.3,30.8,80.3,13.3,3.8,5.47
Karnataka,Groundnut,Loamy,Rainfed,1041.8,19.9,62.9,47.8,91.1,9.4,2.2,5.43
West Bengal,Cotton,Sandy,Drip,427.9,25.4,55.4,37.6,99.5,3.6,1.9,4.69
Andhra Pradesh,Wheat,Sandy,Sprinkler,731.5,29.7,77.9,40.6,73.1,6.1,3.5,5.22
Andhra Pradesh,Cotton,Red Soil,Rainfed,721.8,23.5,54.6,40.8,125.3,9.8,0.6,5.43
Tamil Nadu,Sugarcane,Loamy,Canal,1136.0,30.5,68.2,47.2,72.1,6.3,3.4,6.87
Punjab,Wheat,Loamy,Rainfed,722.6,24.5,92.0,51.7,32.2,10.5,4.7,5.16
Maharashtra,Maize,Sandy,Rainfed,721.8,23.1,74.6,41.0,182.2,5.9,5.8,4.49
Karnataka,Maize,Clay,Rainfed,480.1,33.1,73.4,32.7,121.9,6.8,5.5,4.14
Tamil Nadu,Groundnut,Clay,Sprinkler,639.1,28.6,90.3,37.3,185.3,9.9,5.9,5.82
Tamil Nadu,Wheat,Black Soil,Canal,600.2,30.1,82.9,44.8,78.5,8.8,2.7,5.12
West Bengal,Rice,Sandy,Rainfed,611.7,32.1,74.8,43.7,131.8,4.2,1.7,4.68
Karnataka,Wheat,Black Soil,Canal,781.4,18.0,64.3,41.5,146.3,8.3,5.0,5.18
West Bengal,Sugarcane,Sandy,Sprinkler,250.0,30.5,67.7,31.4,108.4,7.5,2.6,4.99
Maharashtra,Rice,Red Soil,Drip,447.7,25.0,67.1,37.9,64.4,4.3,3.5,4.75
Tamil Nadu,Maize,Loamy,Rainfed,755.6,25.5,63.2,39.7,105.7,2.8,4.8,5.69
Tamil Nadu,Wheat,Red Soil,Canal,806.7,29.7,70.5,35.9,136.9,1.2,7.1,4.6
Punjab,Cotton,Sandy,Canal,728.6,26.5,72.2,46.3,135.6,6.1,4.5,4.97
Maharashtra,Groundnut,Loamy,Sprinkler,771.0,30.4,53.1,40.4,114.9,6.8,3.9,5.43
Tamil Nadu,Cotton,Clay,Rainfed,690.0,27.8,87.6,44.9,146.4,8.5,1.5,5.29
Maharashtra,Groundnut,Clay,Drip,775.9,28.7,72.9,46.3,144.8,9.5,5.6,5.87
Karnataka,Sugarcane,Black Soil,Canal,875.5,26.0,64.8,47.2,96.7,5.8,4.2,6.01
Andhra Pradesh,Cotton,Sandy,Rainfed,874.0,23.7,70.7,44.3,,6.8,2.9,4.25
Tamil Nadu,Wheat,Sandy,Drip,628.4,25.0,79.2,36.9,121.7,4.7,2.7,5.39
Punjab,Wheat,Clay,Canal,981.3,27.6,50.4,42.7,88.9,7.3,2.8,5.48
Karnataka,Cotton,Red Soil,Canal,814.6,35.3,66.7,41.7,120.0,9.9,3.6,5.46
Maharashtra,Wheat,Loamy,Drip,1051.1,33.9,53.8,54.7,162.1,7.3,0.9,6.76
West Bengal,Sugarcane,Red Soil,Drip,1095.2,25.4,95.0,60.8,130.3,10.5,5.7,7.25
Karnataka,Rice,Red Soil,Sprinkler,462.6,28.2,69.7,44.1,160.4,9.9,5.4,5.76
Tamil Nadu,Sugarcane,Clay,Rainfed,591.0,26.8,53.9,40.6,79.6,11.4,3.2,4.54
Maharashtra,Groundnut,Clay,Rainfed,959.0,28.5,95.0,57.4,153.1,7.4,2.8,5.71
Andhra Pradesh,Sugarcane,Clay,Sprinkler,413.7,29.0,61.6,33.5,173.7,5.4,3.5,5.58
Karnataka,Groundnut,Black Soil,Canal,1092.4,30.1,65.5,44.6,117.3,8.9,3.8,5.28
Tamil Nadu,Wheat,Red Soil,Drip,704.3,18.0,66.4,54.1,196.3,5.9,3.0,6.03
Punjab,Rice,Sandy,Drip,906.5,29.5,57.8,50.9,85.0,8.8,5.3,5.67
West Bengal,Wheat,Loamy,Drip,754.4,26.4,71.0,34.7,92.6,5.0,0.9,5.39
Maharashtra,Maize,Black Soil,Canal,473.7,25.2,41.5,46.2,137.7,4.5,2.2,5.06
Karnataka,Wheat,Sandy,Drip,1012.2,31.2,81.0,45.8,116.9,10.6,4.9,5.5
Karnataka,Groundnut,Red Soil,Drip,1385.2,33.9,54.5,56.5,89.0,4.0,4.1,5.95
Andhra Pradesh,Wheat,Clay,Sprinkler,666.7,30.8,63.0,47.8,136.7,10.1,2.3,6.02
Andhra Pradesh,Wheat,Red Soil,Canal,709.1,25.9,77.0,50.9,127.4,8.8,4.2,5.84
Punjab,Rice,Loamy,Rainfed,250.0,23.7,65.5,25.2,94.5,7.3,2.1,4.34
West Bengal,Wheat,Black Soil,Sprinkler,1077.3,18.0,66.0,60.8,121.6,1.3,2.9,6.58
Punjab,Rice,Black Soil,Sprinkler,980.6,28.7,55.9,54.8,141.6,11.5,5.4,6.65
Tamil Nadu,Cotton,Loamy,Rainfed,398.7,30.3,93.1,30.2,93.7,4.2,5.2,3.96
Tamil Nadu,Maize,Sandy,Sprinkler,325.7,27.6,74.4,31.7,133.1,9.9,4.0,5.42
Punjab,Rice,Sandy,Canal,351.2,31.7,55.0,42.9,84.7,4.9,1.6,4.03
West Bengal,Groundnut,Black Soil,Drip,921.9,22.7,70.1,38.7,91.4,4.7,2.8,5.03
Punjab,Cotton,Black Soil,Canal,943.9,27.3,54.2,56.9,153.9,9.0,3.7,7.15
West Bengal,Rice,Clay,Rainfed,576.9,27.0,88.7,44.5,136.5,8.6,6.1,5.11
West Bengal,Rice,Sandy,Rainfed,889.8,27.6,70.4,50.3,49.0,3.6,0.3,4.84
Maharashtra,Maize,Loamy,Sprinkler,815.0,32.7,56.3,46.2,101.9,11.3,1.9,5.78
West Bengal,Groundnut,Sandy,Canal,699.2,27.6,76.4,54.3,132.1,6.4,5.5,4.95
